#The following lines beginning with # are comments. Readable columns names and datatypes are provided as informational comment lines in addition to the database column names.
#If you want to re-upload this table import it as a Generic Table with these header lines unmodified.
#Correction ID, Restricted, ap_type, Observation ID, Instrument, Aperture, FPX, FPY, File Name, zipname, File Size, visitId, Date, dataURI, selected
#@string, string, string, string, string, string, float, float, string, string, string, string, float, string, string
corr_id,isRestricted,ap_type,obs_id,instrume,apername,fpx,fpy,fileName,zipname,fileSize,visitId,date_obs_mjd,dataURI,_selected_
R2023072205,False,OPD,V04431191001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023072205-NRCA3_FP1-1.fits,,6419520,04431191001,60146.7995219907,mast:JWST/product/R2023072205-NRCA3_FP1-1.fits,False
R2023081302,False,OPD,V04501086001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023081302-NRCA3_FP1-1.fits,,6419520,04501086001,60168.9573541667,mast:JWST/product/R2023081302-NRCA3_FP1-1.fits,False
R2023081402,False,OPD,V04506176001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023081402-NRCA3_FP1-1.fits,,6419520,04506176001,60170.2960729167,mast:JWST/product/R2023081402-NRCA3_FP1-1.fits,False
R2023081602,False,OPD,V04507076001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023081602-NRCA3_FP1-1.fits,,6419520,04507076001,60171.9449456018,mast:JWST/product/R2023081602-NRCA3_FP1-1.fits,False
R2023081702,False,OPD,V04500111001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023081702-NRCA3_FP1-1.fits,,6419520,04500111001,60173.4889872685,mast:JWST/product/R2023081702-NRCA3_FP1-1.fits,False
R2023082001,False,OPD,V04509171001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023082001-NRCA3_FP1-1.fits,,6419520,04509171001,60175.5344363426,mast:JWST/product/R2023082001-NRCA3_FP1-1.fits,False
R2023082102,False,OPD,V04507077001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023082102-NRCA3_FP1-1.fits,,6419520,04507077001,60177.0342372685,mast:JWST/product/R2023082102-NRCA3_FP1-1.fits,False
R2023090202,False,OPD,V04500171001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023090202-NRCA3_FP1-1.fits,,6419520,04500171001,60189.0093923611,mast:JWST/product/R2023090202-NRCA3_FP1-1.fits,False
R2023090402,False,OPD,V04502051001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023090402-NRCA3_FP1-1.fits,,6419520,04502051001,60190.83128125,mast:JWST/product/R2023090402-NRCA3_FP1-1.fits,False
R2023091202,False,OPD,V04507001001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023091202-NRCA3_FP1-1.fits,,6419520,04507001001,60199.2727337963,mast:JWST/product/R2023091202-NRCA3_FP1-1.fits,False
R2023091901,False,OPD,V04507041001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023091901-NRCA3_FP1-1.fits,,6419520,04507041001,60205.4026712963,mast:JWST/product/R2023091901-NRCA3_FP1-1.fits,False
R2023091902,False,OPD,V04507041001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023091902-NRCA3_FP1-1.fits,,6419520,04507041001,60205.4356030093,mast:JWST/product/R2023091902-NRCA3_FP1-1.fits,False
R2023092101,False,OPD,V04507121001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023092101-NRCA3_FP1-1.fits,,6419520,04507121001,60207.8583449074,mast:JWST/product/R2023092101-NRCA3_FP1-1.fits,False
R2023092202,False,OPD,V04508101001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023092202-NRCA3_FP1-1.fits,,6419520,04508101001,60209.8217164352,mast:JWST/product/R2023092202-NRCA3_FP1-1.fits,False
R2023092502,False,OPD,V04501189001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023092502-NRCA3_FP1-1.fits,,6419520,04501189001,60212.1417268518,mast:JWST/product/R2023092502-NRCA3_FP1-1.fits,False
R2023092702,False,OPD,V04507131001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023092702-NRCA3_FP1-1.fits,,6419520,04507131001,60214.2452037037,mast:JWST/product/R2023092702-NRCA3_FP1-1.fits,False
R2023092902,False,OPD,V04502091001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023092902-NRCA3_FP1-1.fits,,6419520,04502091001,60216.3567407407,mast:JWST/product/R2023092902-NRCA3_FP1-1.fits,False
R2023100103,False,OPD,V04501037001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023100103-NRCA3_FP1-1.fits,,6419520,04501037001,60218.3301064815,mast:JWST/product/R2023100103-NRCA3_FP1-1.fits,False
R2023100604,False,OPD,V04501106001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023100604-NRCA3_FP1-1.fits,,6419520,04501106001,60220.9290960648,mast:JWST/product/R2023100604-NRCA3_FP1-1.fits,False
R2023100801,False,OPD,V04501077001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023100801-NRCA3_FP1-1.fits,,6419520,04501077001,60224.9412627315,mast:JWST/product/R2023100801-NRCA3_FP1-1.fits,False
R2023100901,False,OPD,V04501077001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16865,-0.766746,R2023100901-NRCA3_FP1-0.fits,,6419520,04501077001,60224.9412627315,mast:JWST/product/R2023100901-NRCA3_FP1-0.fits,False
R2023101003,False,OPD,V04509036001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023101003-NRCA3_FP1-1.fits,,6419520,04509036001,60226.9293854167,mast:JWST/product/R2023101003-NRCA3_FP1-1.fits,False
R2023101004,False,OPD,V04509036001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023101004-NRCA3_FP1-1.fits,,6419520,04509036001,60226.9562280093,mast:JWST/product/R2023101004-NRCA3_FP1-1.fits,False
R2023101005,False,OPD,V04509036001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023101005-NRCA3_FP1-1.fits,,6419520,04509036001,60226.9562280093,mast:JWST/product/R2023101005-NRCA3_FP1-1.fits,False
R2023101202,False,OPD,V04502071001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16917,-0.767005,R2023101202-NRCA3_FP1-1.fits,,6419520,04502071001,60229.2869837963,mast:JWST/product/R2023101202-NRCA3_FP1-1.fits,False
R2023101301,False,OPD,V04502071001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16839,-0.766487,R2023101301-NRCA3_FP1-0.fits,,6419520,04502071001,60229.2869837963,mast:JWST/product/R2023101301-NRCA3_FP1-0.fits,False
R2023101503,False,OPD,V04501168001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16917,-0.767005,R2023101503-NRCA3_FP1-1.fits,,6419520,04501168001,60231.6233900463,mast:JWST/product/R2023101503-NRCA3_FP1-1.fits,False
R2023101504,False,OPD,V04501168001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023101504-NRCA3_FP1-1.fits,,6419520,04501168001,60231.656943287,mast:JWST/product/R2023101504-NRCA3_FP1-1.fits,False
R2023101603,False,OPD,V04502036001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.766746,R2023101603-NRCA3_FP1-1.fits,,6419520,04502036001,60233.0654340278,mast:JWST/product/R2023101603-NRCA3_FP1-1.fits,False
R2023101802,False,OPD,V04502012001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023101802-NRCA3_FP1-1.fits,,6419520,04502012001,60235.2336053241,mast:JWST/product/R2023101802-NRCA3_FP1-1.fits,False
R2023102002,False,OPD,V04509181001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023102002-NRCA3_FP1-1.fits,,6419520,04509181001,60237.0976261574,mast:JWST/product/R2023102002-NRCA3_FP1-1.fits,False
R2023102301,False,OPD,V04501078001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023102301-NRCA3_FP1-1.fits,,6419520,04501078001,60239.0772997685,mast:JWST/product/R2023102301-NRCA3_FP1-1.fits,False
R2023102402,False,OPD,V04501162001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023102402-NRCA3_FP1-1.fits,,6419520,04501162001,60241.045525463,mast:JWST/product/R2023102402-NRCA3_FP1-1.fits,False
R2023103002,False,OPD,V04509066001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767264,R2023103002-NRCA3_FP1-1.fits,,6419520,04509066001,60247.5224560185,mast:JWST/product/R2023103002-NRCA3_FP1-1.fits,False
R2023110202,False,OPD,V04509131001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023110202-NRCA3_FP1-1.fits,,6419520,04509131001,60249.9941446759,mast:JWST/product/R2023110202-NRCA3_FP1-1.fits,False
R2023110402,False,OPD,V04500061001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023110402-NRCA3_FP1-1.fits,,6419520,04500061001,60252.0666435185,mast:JWST/product/R2023110402-NRCA3_FP1-1.fits,False
R2023111002,False,OPD,V04501107001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023111002-NRCA3_FP1-1.fits,,6419520,04501107001,60258.0483217593,mast:JWST/product/R2023111002-NRCA3_FP1-1.fits,False
R2023111202,False,OPD,V04500018001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023111202-NRCA3_FP1-1.fits,,6419520,04500018001,60260.0778946759,mast:JWST/product/R2023111202-NRCA3_FP1-1.fits,False
R2023111402,False,OPD,V04500062001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023111402-NRCA3_FP1-1.fits,,6419520,04500062001,60262.3009490741,mast:JWST/product/R2023111402-NRCA3_FP1-1.fits,False
R2023112801,False,OPD,V04500071001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023112801-NRCA3_FP1-1.fits,,6419520,04500071001,60274.8161238426,mast:JWST/product/R2023112801-NRCA3_FP1-1.fits,False
R2023120101,False,OPD,V04503141001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023120101-NRCA3_FP1-1.fits,,6419520,04503141001,60279.0997337963,mast:JWST/product/R2023120101-NRCA3_FP1-1.fits,False
R2023120102,False,OPD,V04503141001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023120102-NRCA3_FP1-1.fits,,6419520,04503141001,60279.1353993056,mast:JWST/product/R2023120102-NRCA3_FP1-1.fits,False
R2023120402,False,OPD,V04504071001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023120402-NRCA3_FP1-1.fits,,6419520,04504071001,60280.9384618056,mast:JWST/product/R2023120402-NRCA3_FP1-1.fits,False
R2023120404,False,OPD,V04500063001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023120404-NRCA3_FP1-1.fits,,6419520,04500063001,60282.5340266204,mast:JWST/product/R2023120404-NRCA3_FP1-1.fits,False
R2023120702,False,OPD,V04501079001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023120702-NRCA3_FP1-1.fits,,6419520,04501079001,60284.9479641204,mast:JWST/product/R2023120702-NRCA3_FP1-1.fits,False
R2023120902,False,OPD,V04500036001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023120902-NRCA3_FP1-1.fits,,6419520,04500036001,60286.81,mast:JWST/product/R2023120902-NRCA3_FP1-1.fits,False
R2023121102,False,OPD,V04501080001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023121102-NRCA3_FP1-1.fits,,6419520,04501080001,60288.800431713,mast:JWST/product/R2023121102-NRCA3_FP1-1.fits,False
R2023121302,False,OPD,V04501108001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023121302-NRCA3_FP1-1.fits,,6419520,04501108001,60291.2716446759,mast:JWST/product/R2023121302-NRCA3_FP1-1.fits,False
R2023121502,False,OPD,V04509136001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023121502-NRCA3_FP1-1.fits,,6419520,04509136001,60293.7093981481,mast:JWST/product/R2023121502-NRCA3_FP1-1.fits,False
R2023121802,False,OPD,V04501109001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023121802-NRCA3_FP1-1.fits,,6419520,04501109001,60295.9971770833,mast:JWST/product/R2023121802-NRCA3_FP1-1.fits,False
R2023121902,False,OPD,V04500172001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023121902-NRCA3_FP1-1.fits,,6419520,04500172001,60297.6490787037,mast:JWST/product/R2023121902-NRCA3_FP1-1.fits,False
R2023122102,False,OPD,V04504196001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023122102-NRCA3_FP1-1.fits,,6419520,04504196001,60299.430181713,mast:JWST/product/R2023122102-NRCA3_FP1-1.fits,False
R2023122302,False,OPD,V04501163001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023122302-NRCA3_FP1-1.fits,,6419520,04501163001,60301.1260798611,mast:JWST/product/R2023122302-NRCA3_FP1-1.fits,False
R2023122402,False,OPD,V04500136001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023122402-NRCA3_FP1-1.fits,,6419520,04500136001,60302.7625520833,mast:JWST/product/R2023122402-NRCA3_FP1-1.fits,False
R2023122702,False,OPD,V04500191001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023122702-NRCA3_FP1-1.fits,,6419520,04500191001,60305.0538194444,mast:JWST/product/R2023122702-NRCA3_FP1-1.fits,False
R2023122902,False,OPD,V04504072001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023122902-NRCA3_FP1-1.fits,,6419520,04504072001,60306.9927604167,mast:JWST/product/R2023122902-NRCA3_FP1-1.fits,False
R2023123102,False,OPD,V04504073001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2023123102-NRCA3_FP1-1.fits,,6419520,04504073001,60308.9974907407,mast:JWST/product/R2023123102-NRCA3_FP1-1.fits,False
R2024010102,False,OPD,V04501038001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024010102-NRCA3_FP1-1.fits,,6419520,04501038001,60310.8100405093,mast:JWST/product/R2024010102-NRCA3_FP1-1.fits,False
R2024010602,False,OPD,V04504075001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16839,-0.766487,R2024010602-NRCA3_FP1-0.fits,,6419520,04504075001,60315.043818287,mast:JWST/product/R2024010602-NRCA3_FP1-0.fits,False
R2024010802,False,OPD,V04501042001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024010802-NRCA3_FP1-1.fits,,6419520,04501042001,60316.6267152778,mast:JWST/product/R2024010802-NRCA3_FP1-1.fits,False
R2024011803,False,OPD,V04501001001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16865,-0.766487,R2024011803-NRCA3_FP1-0.fits,,6419520,04501001001,60327.6486736111,mast:JWST/product/R2024011803-NRCA3_FP1-0.fits,False
R2024012002,False,OPD,V04500195001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024012002-NRCA3_FP1-1.fits,,6419520,04500195001,60329.5510613426,mast:JWST/product/R2024012002-NRCA3_FP1-1.fits,False
R2024012003,False,OPD,V04500195001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024012003-NRCA3_FP1-1.fits,,6419520,04500195001,60329.5838680556,mast:JWST/product/R2024012003-NRCA3_FP1-1.fits,False
R2024012202,False,OPD,V04502127001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024012202-NRCA3_FP1-1.fits,,6419520,04502127001,60331.0833900463,mast:JWST/product/R2024012202-NRCA3_FP1-1.fits,False
R2024012401,False,OPD,V04501051001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024012401-NRCA3_FP1-1.fits,,6419520,04501051001,60332.6609652778,mast:JWST/product/R2024012401-NRCA3_FP1-1.fits,False
R2024012502,False,OPD,V04501196001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024012502-NRCA3_FP1-1.fits,,6419520,04501196001,60334.2954803241,mast:JWST/product/R2024012502-NRCA3_FP1-1.fits,False
R2024012702,False,OPD,V04501040001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024012702-NRCA3_FP1-1.fits,,6419520,04501040001,60336.597630787,mast:JWST/product/R2024012702-NRCA3_FP1-1.fits,False
R2024012801,False,OPD,V04501040001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16839,-0.767005,R2024012801-NRCA3_FP1-1.fits,,3424320,04501040001,60336.597630787,mast:JWST/product/R2024012801-NRCA3_FP1-1.fits,False
R2024012902,False,OPD,V04501067001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024012902-NRCA3_FP1-1.fits,,6419520,04501067001,60338.3994606482,mast:JWST/product/R2024012902-NRCA3_FP1-1.fits,False
R2024012903,False,OPD,V04501067001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024012903-NRCA3_FP1-1.fits,,6419520,04501067001,60338.4363680556,mast:JWST/product/R2024012903-NRCA3_FP1-1.fits,False
R2024020202,False,OPD,V04507081001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024020202-NRCA3_FP1-1.fits,,6419520,04507081001,60342.625994213,mast:JWST/product/R2024020202-NRCA3_FP1-1.fits,False
R2024020402,False,OPD,V04501087001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024020402-NRCA3_FP1-1.fits,,6419520,04501087001,60344.3401840278,mast:JWST/product/R2024020402-NRCA3_FP1-1.fits,False
R2024020602,False,OPD,V04501181001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024020602-NRCA3_FP1-1.fits,,6419520,04501181001,60346.5775972222,mast:JWST/product/R2024020602-NRCA3_FP1-1.fits,False
R2024021001,False,OPD,V04501112001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024021001-NRCA3_FP1-1.fits,,6419520,04501112001,60349.7671111111,mast:JWST/product/R2024021001-NRCA3_FP1-1.fits,False
R2024022102,False,OPD,V04504146001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024022102-NRCA3_FP1-1.fits,,6419520,04504146001,60361.3286412037,mast:JWST/product/R2024022102-NRCA3_FP1-1.fits,False
R2024022302,False,OPD,V04504147001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024022302-NRCA3_FP1-1.fits,,6419520,04504147001,60363.4050717593,mast:JWST/product/R2024022302-NRCA3_FP1-1.fits,False
R2024022901,False,OPD,V04556001001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16813,-0.767005,R2024022901-NRCA3_FP1-0.fits,,6419520,04556001001,60369.1828113426,mast:JWST/product/R2024022901-NRCA3_FP1-0.fits,False
R2024022903,False,OPD,V04556001001P000000000310C,NIRCam-A,NRCA3_FP1,-1.16943,-0.767005,R2024022903-NRCA3_FP1-0.fits,,6419520,04556001001,60369.2448217593,mast:JWST/product/R2024022903-NRCA3_FP1-0.fits,False
R2024022903,False,OPD,V04556001001P000000000310H,NIRCam-A,NRCA3_FP1,-1.16917,-0.767005,R2024022903-NRCA3_FP1-1.fits,,5627520,04556001001,60369.266818287,mast:JWST/product/R2024022903-NRCA3_FP1-1.fits,False
R2024030101,False,OPD,V04504148001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16813,-0.766228,R2024030101-NRCA3_FP1-1.fits,,6419520,04504148001,60367.261318287,mast:JWST/product/R2024030101-NRCA3_FP1-1.fits,False
R2024030102,False,OPD,V04556002001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024030102-NRCA3_FP1-1.fits,,6419520,04556002001,60370.3926099537,mast:JWST/product/R2024030102-NRCA3_FP1-1.fits,False
R2024030104,False,OPD,V04556002001P000000000310C,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024030104-NRCA3_FP1-1.fits,,6419520,04556002001,60370.4334953704,mast:JWST/product/R2024030104-NRCA3_FP1-1.fits,False
R2024030202,False,OPD,V04501167001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024030202-NRCA3_FP1-1.fits,,6419520,04501167001,60371.2173969907,mast:JWST/product/R2024030202-NRCA3_FP1-1.fits,False
R2024030403,False,OPD,V04503171001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024030403-NRCA3_FP1-1.fits,,6419520,04503171001,60373.5536006944,mast:JWST/product/R2024030403-NRCA3_FP1-1.fits,False
R2024030602,False,OPD,V04505007001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024030602-NRCA3_FP1-1.fits,,6419520,04505007001,60375.4599108796,mast:JWST/product/R2024030602-NRCA3_FP1-1.fits,False
R2024031202,False,OPD,V04503001001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024031202-NRCA3_FP1-1.fits,,6419520,04503001001,60380.9269571759,mast:JWST/product/R2024031202-NRCA3_FP1-1.fits,False
R2024031302,False,OPD,V04505166001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024031302-NRCA3_FP1-1.fits,,6419520,04505166001,60382.8543935185,mast:JWST/product/R2024031302-NRCA3_FP1-1.fits,False
R2024031601,False,OPD,V04505169001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024031601-NRCA3_FP1-1.fits,,6419520,04505169001,60384.6265613426,mast:JWST/product/R2024031601-NRCA3_FP1-1.fits,False
R2024031702,False,OPD,V04502072001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024031702-NRCA3_FP1-1.fits,,6419520,04502072001,60386.1791631944,mast:JWST/product/R2024031702-NRCA3_FP1-1.fits,False
R2024031802,False,OPD,V04507126001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024031802-NRCA3_FP1-1.fits,,6419520,04507126001,60387.5180243056,mast:JWST/product/R2024031802-NRCA3_FP1-1.fits,False
R2024032002,False,OPD,V04505167001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024032002-NRCA3_FP1-1.fits,,6419520,04505167001,60389.2800729167,mast:JWST/product/R2024032002-NRCA3_FP1-1.fits,False
R2024032202,False,OPD,V04505168001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024032202-NRCA3_FP1-1.fits,,6419520,04505168001,60391.0753645833,mast:JWST/product/R2024032202-NRCA3_FP1-1.fits,False
R2024032402,False,OPD,V04505170001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024032402-NRCA3_FP1-1.fits,,6419520,04505170001,60393.0089328704,mast:JWST/product/R2024032402-NRCA3_FP1-1.fits,False
R2024032602,False,OPD,V04502156001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024032602-NRCA3_FP1-1.fits,,6419520,04502156001,60394.9098622685,mast:JWST/product/R2024032602-NRCA3_FP1-1.fits,False
R2024032902,False,OPD,V04507082001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16813,-0.767005,R2024032902-NRCA3_FP1-0.fits,,3424320,04507082001,60396.8005497685,mast:JWST/product/R2024032902-NRCA3_FP1-0.fits,False
R2024033101,False,OPD,V04507051001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767264,R2024033101-NRCA3_FP1-1.fits,,6419520,04507051001,60400.4192037037,mast:JWST/product/R2024033101-NRCA3_FP1-1.fits,False
R2024033102,False,OPD,V04507051001P0000000003107,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024033102-NRCA3_FP1-1.fits,,6419520,04507051001,60400.452755787,mast:JWST/product/R2024033102-NRCA3_FP1-1.fits,False
R2024041502,False,OPD,V04503121001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024041502-NRCA3_FP1-1.fits,,6419520,04503121001,60413.5739409722,mast:JWST/product/R2024041502-NRCA3_FP1-1.fits,False
R2024042102,False,OPD,V04504081001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024042102-NRCA3_FP1-1.fits,,6419520,04504081001,60421.0077256944,mast:JWST/product/R2024042102-NRCA3_FP1-1.fits,False
R2024042301,False,OPD,V04503116001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024042301-NRCA3_FP1-1.fits,,6419520,04503116001,60422.7525208333,mast:JWST/product/R2024042301-NRCA3_FP1-1.fits,False
R2024042502,False,OPD,V04504091001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024042502-NRCA3_FP1-1.fits,,6419520,04504091001,60424.8231898148,mast:JWST/product/R2024042502-NRCA3_FP1-1.fits,False
R2024042702,False,OPD,V04505008001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024042702-NRCA3_FP1-1.fits,,6419520,04505008001,60426.7425092593,mast:JWST/product/R2024042702-NRCA3_FP1-1.fits,False
R2024042802,False,OPD,V04507011001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024042802-NRCA3_FP1-1.fits,,6419520,04507011001,60428.2841400463,mast:JWST/product/R2024042802-NRCA3_FP1-1.fits,False
R2024050604,False,OPD,V04503151001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024050604-NRCA3_FP1-1.fits,,6419520,04503151001,60434.523744213,mast:JWST/product/R2024050604-NRCA3_FP1-1.fits,False
R2024050802,False,OPD,V04504096001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.766746,R2024050802-NRCA3_FP1-1.fits,,6419520,04504096001,60437.8783877315,mast:JWST/product/R2024050802-NRCA3_FP1-1.fits,False
R2024050902,False,OPD,V04501190001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024050902-NRCA3_FP1-1.fits,,6419520,04501190001,60439.6768287037,mast:JWST/product/R2024050902-NRCA3_FP1-1.fits,False
R2024051102,False,OPD,V04503177001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024051102-NRCA3_FP1-1.fits,,6419520,04503177001,60441.6785729167,mast:JWST/product/R2024051102-NRCA3_FP1-1.fits,False
R2024051402,False,OPD,V04556006001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024051402-NRCA3_FP1-1.fits,,6419520,04556006001,60443.9863587963,mast:JWST/product/R2024051402-NRCA3_FP1-1.fits,False
R2024051802,False,OPD,V04504018001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024051802-NRCA3_FP1-1.fits,,6419520,04504018001,60447.9050810185,mast:JWST/product/R2024051802-NRCA3_FP1-1.fits,False
R2024052002,False,OPD,V04504017001P0000000003104,NIRCam-A,NRCA3_FP1,-1.16891,-0.767005,R2024052002-NRCA3_FP1-1.fits,,6419520,04504017001,60450.1505648148,mast:JWST/product/R2024052002-NRCA3_FP1-1.fits,False
